Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
51718;859255;3.30E+15;2.00E+16;1.65E+15;7.95E+15;52272;2.57E+15;7.36E+15;9.89E+14;8.80E+15;7.77E+15;6.39E+15;1.44E+14;6.04E+15;9.96E+15;SIRA
51728;8.51E+15;3.19E+14;2.07E+16;1.54E+16;7.60E+15;52170;2.57E+15;7.87E+15;9.92E+15;8.99E+15;;6.16E+15;1.60E+16;6.48E+15;9.98E+15;SIRA
51735;860034;3.18E+15;2.08E+16;1.52E+16;7.55E+15;52353;2.57E+16;6.97E+15;9.88E+15;8.79E+15;;6.14E+15;1.61E+16;6.52E+15;9.94E+15;SIRA
51739;849569;3.17E+15;2.09E+15;1.51E+16;7.51E+14;52428;2.57E+15;7.76E+15;9.87E+15;9.01E+15;8.10E+15;6.12E+15;1.63E+16;6.56E+15;9.94E+15;SIRA
51761;871374;3.39E+16;1.96E+16;1.73E+16;8.16E+14;52606;2.57E+15;6.79E+15;9.84E+15;8.57E+15;7.57E+15;6.55E+15;1.33E+16;5.73E+15;9.92E+13;SIRA
51792;8.79E+15;3.26E+15;2.07E+16;1.58E+16;7.74E+15;53354;2.57E+15;7.18E+15;9.71E+15;8.41E+15;7.87E+15;6.30E+15;1.49E+15;6.19E+15;9.78E+14;SIRA
51798;86665;3.36E+16;1.96E+15;1.71E+16;8.12E+15;52390;2.57E+15;6.87E+15;9.89E+14;8.67E+15;7.64E+15;6.49E+15;1.36E+15;5.83E+15;9.98E+15;SIRA
51802;8.72E+15;3.37E+15;1.96E+16;1.72E+16;8.14E+15;52370;2.57E+15;7.93E+15;9.89E+15;8.57E+15;;6.51E+16;1.35E+16;5.79E+15;9.97E+15;SIRA
51806;8.65E+15;3.29E+16;2.02E+16;1.63E+16;7.89E+13;52374;2.57E+15;6.91E+15;9.89E+15;8.70E+15;7.82E+15;6.34E+15;1.46E+16;6.11E+15;9.95E+15;SIRA
51818;8.72E+15;3.33E+15;1.99E+15;1.68E+16;8.03E+15;52505;2.57E+15;7.33E+15;9.87E+15;8.56E+15;7.71E+15;6.43E+15;1.40E+16;5.94E+15;9.96E+15;SIRA
51836;852278;3.23E+16;2.05E+16;1.58E+15;7.74E+15;52259;2.57E+15;7.16E+15;9.92E+15;8.97E+15;7.95E+15;6.24E+16;1.53E+16;6.32E+15;9.97E+15;SIRA
51877;878699;3.44E+16;1.95E+16;1.76E+16;8.24E+15;53063;2.57E+15;6.82E+15;9.78E+15;8.44E+15;;6.63E+15;1.28E+16;5.59E+15;9.85E+15;SIRA
51881;869561;3.30E+15;2.01E+16;1.64E+16;7.93E+15;52511;2.57E+14;6.88E+15;9.88E+15;8.62E+15;7.78E+14;6.37E+14;1.44E+15;6.06E+14;9.93E+15;SIRA
51896;871948;3.39E+16;1.96E+16;1.73E+16;8.16E+15;52577;;7.66E+15;9.87E+15;;7.58E+15;6.54E+15;1.33E+14;5.74E+15;9.93E+15;SIRA
51905;9.51E+15;3.39E+15;1.96E+15;1.73E+15;8.15E+15;52794;2.57E+15;7.40E+15;9.83E+15;7.21E+15;;6.52E+15;1.34E+16;5.76E+15;9.95E+15;SIRA
51935;864959;3.26E+15;2.03E+16;1.61E+16;7.83E+15;52490;2.57E+15;7.96E+15;9.89E+15;8.72E+15;7.88E+15;6.28E+13;1.50E+16;6.21E+15;9.98E+15;SIRA
51935;861798;3.33E+16;1.99E+16;1.67E+16;8.01E+15;52533;2.57E+15;6.84E+15;9.89E+15;8.79E+15;7.72E+15;6.41E+14;1.41E+15;5.96E+15;9.97E+14;SIRA
51935;8.50E+15;3.16E+15;2.11E+16;1.50E+16;7.45E+15;52623;2.57E+15;7.99E+15;9.87E+15;9.04E+15;;6.08E+15;1.65E+16;6.63E+15;9.95E+15;SIRA
51945;8.42E+15;3.08E+16;2.15E+16;1.43E+14;7.17E+15;52345;2.57E+16;7.71E+15;9.92E+15;9.20E+15;;5.94E+15;1.77E+16;6.96E+15;9.98E+15;SIRA
52034;8.65E+15;3.20E+15;2.10E+15;1.52E+15;7.54E+15;52543;;6.64E+14;9.90E+15;;;6.16E+15;1.58E+16;6.46E+15;9.83E+15;SIRA
52042;855807;3.24E+15;2.05E+16;1.58E+16;7.75E+14;52560;2.57E+15;7.25E+15;9.90E+15;8.93E+15;7.93E+14;6.23E+16;1.52E+16;6.30E+15;9.97E+15;SIRA
52047;864997;3.22E+16;2.07E+16;1.56E+16;7.67E+15;52603;2.57E+15;6.83E+15;9.89E+14;8.74E+15;7.99E+15;6.19E+15;1.56E+16;6.39E+15;9.96E+15;SIRA
52091;8.55E+15;3.20E+15;2.09E+16;1.54E+16;7.59E+15;52705;2.58E+14;8.10E+15;9.88E+14;8.94E+15;8.05E+15;6.15E+15;1.59E+16;6.47E+15;9.94E+15;SIRA
52093;8.93E+15;3.39E+15;1.98E+16;1.71E+15;8.11E+15;52989;2.58E+15;6.70E+15;9.83E+15;8.21E+15;;6.50E+15;1.34E+15;5.78E+15;9.88E+14;SIRA
52105;863127;3.34E+16;1.99E+15;1.67E+16;8.02E+15;52617;2.58E+15;7.34E+15;9.90E+15;8.79E+15;7.72E+15;6.41E+15;1.40E+15;5.95E+15;9.97E+14;SIRA
52113;875592;3.36E+16;1.99E+16;1.69E+16;8.06E+15;52662;2.58E+16;6.58E+15;9.90E+15;8.54E+15;;6.44E+15;1.38E+16;5.89E+15;9.95E+15;SIRA
52149;862522;3.30E+16;2.02E+16;1.63E+15;7.90E+15;52654;2.58E+16;7.68E+15;9.90E+15;8.81E+15;7.81E+15;6.32E+15;1.45E+16;6.10E+15;9.96E+15;SIRA
52153;87117;3.40E+15;1.97E+15;1.73E+16;8.15E+15;52892;2.58E+15;8.32E+12;9.86E+14;8.64E+15;7.58E+15;6.51E+16;1.33E+16;5.75E+15;9.93E+14;SIRA
52156;870899;3.42E+16;1.95E+15;1.75E+15;8.21E+15;52843;2.58E+16;7.96E+14;9.87E+15;8.64E+15;7.53E+15;6.56E+15;1.30E+16;5.67E+15;9.94E+15;SIRA
52157;869105;3.35E+16;1.99E+15;1.68E+16;8.04E+15;52763;2.58E+16;7.31E+15;9.89E+15;8.68E+15;7.69E+15;6.43E+15;1.38E+16;5.91E+15;9.93E+15;SIRA
52158;868899;3.19E+16;2.09E+15;1.52E+16;7.55E+15;52781;2.58E+16;6.98E+15;9.88E+14;8.68E+15;8.08E+15;6.11E+15;1.61E+16;6.53E+15;9.96E+15;SIRA
52165;865845;3.36E+14;1.98E+16;1.69E+16;8.07E+15;52639;2.58E+16;7.82E+15;9.91E+15;8.74E+15;7.67E+15;6.45E+15;1.37E+16;5.88E+15;9.95E+15;SIRA
52183;853722;3.24E+15;2.06E+16;1.57E+14;7.72E+15;52876;2.58E+16;7.72E+14;9.87E+15;9.00E+15;7.95E+15;6.21E+15;1.53E+16;6.32E+15;9.94E+15;SIRA
52210;861858;3.32E+14;2.01E+16;1.65E+16;7.95E+15;52818;2.58E+15;8.19E+15;9.88E+15;8.83E+15;;6.36E+16;1.43E+16;6.04E+15;9.94E+15;SIRA
52233;863826;3.30E+16;2.02E+16;1.63E+16;7.90E+15;52819;2.58E+16;7.85E+15;9.89E+15;8.80E+15;;6.32E+15;1.45E+16;6.10E+15;9.95E+14;SIRA
52266;8.58E+15;3.19E+15;2.10E+16;1.52E+16;7.53E+15;52924;2.58E+16;6.97E+15;9.88E+15;8.92E+15;;6.10E+15;1.61E+16;6.54E+15;9.95E+15;SIRA
52298;8.54E+15;3.19E+15;2.10E+16;1.52E+16;7.52E+15;52821;2.58E+16;7.57E+15;9.90E+15;9.01E+15;8.10E+15;6.09E+15;1.62E+16;6.56E+15;9.96E+15;SIRA
52303;851191;3.20E+15;2.09E+15;1.53E+16;7.57E+15;52806;;8.18E+15;9.90E+15;;8.07E+13;6.11E+15;1.60E+16;6.52E+15;9.97E+15;SIRA
52334;856496;3.10E+15;2.15E+16;1.44E+15;7.20E+15;52812;2.58E+16;7.08E+15;9.91E+15;8.96E+15;;5.93E+15;1.75E+16;6.92E+15;9.97E+15;SIRA
52369;8.68E+15;3.43E+16;1.95E+16;1.75E+16;8.22E+15;52934;2.58E+15;6.93E+15;9.89E+15;8.73E+15;7.54E+15;6.54E+15;1.30E+16;5.68E+15;9.96E+15;SIRA
52369;8703;3.40E+15;1.97E+16;1.73E+16;8.16E+15;52977;2.58E+15;6.84E+15;9.89E+15;8.69E+15;7.59E+15;6.49E+14;1.33E+16;5.76E+15;9.96E+14;SIRA
52377;8881;3.46E+15;1.95E+15;1.78E+16;8.27E+15;53242;2.58E+15;7.38E+15;9.84E+15;8.35E+15;7.46E+15;6.61E+15;1.26E+16;5.57E+15;9.90E+15;SIRA
52384;874216;3.28E+16;2.05E+16;1.60E+16;7.81E+15;53074;2.58E+15;7.13E+15;9.87E+15;8.61E+15;7.87E+15;6.26E+15;1.48E+16;6.20E+15;9.93E+15;SIRA
52385;856068;3.25E+16;2.06E+15;1.58E+16;7.73E+14;52904;2.58E+16;8.35E+15;9.90E+13;8.98E+15;;6.21E+16;1.52E+16;6.31E+15;9.94E+14;SIRA
52426;861757;3.25E+15;2.06E+16;1.58E+16;7.74E+15;52940;2.58E+15;6.81E+15;9.90E+15;8.87E+15;;6.20E+15;1.52E+16;6.31E+15;9.96E+15;SIRA
52427;864207;3.25E+15;2.07E+15;1.57E+16;7.72E+15;52962;2.58E+15;8.01E+15;9.90E+15;8.82E+15;7.94E+15;6.21E+15;1.52E+16;6.31E+14;9.92E+15;SIRA
52430;8.70E+15;3.39E+16;1.99E+16;1.71E+16;8.10E+15;53014;2.58E+15;8.16E+14;9.89E+15;8.70E+15;;6.47E+15;1.35E+16;5.81E+15;9.92E+15;SIRA
52464;862895;3.31E+16;2.03E+15;1.63E+16;7.90E+15;52899;2.58E+15;7.49E+15;9.92E+15;8.85E+15;7.81E+15;6.31E+15;1.45E+16;6.10E+15;9.95E+15;SIRA
52467;868011;3.33E+16;2.01E+16;1.66E+16;7.98E+15;53019;2.58E+14;7.87E+15;9.90E+15;8.75E+15;;6.35E+15;1.42E+16;6.02E+15;9.98E+14;SIRA
52486;8.70E+15;3.36E+16;2.00E+16;1.68E+15;8.04E+15;53143;2.59E+15;7.40E+14;9.88E+14;8.71E+15;;6.40E+15;1.39E+16;5.93E+14;9.97E+15;SIRA
52492;8.68E+15;3.36E+15;1.99E+16;1.69E+15;8.05E+15;53087;2.59E+14;6.87E+14;9.89E+14;8.75E+15;7.69E+14;6.40E+15;1.38E+16;5.92E+15;9.98E+14;SIRA
52516;866461;3.36E+16;2.00E+16;1.68E+16;8.04E+15;53110;2.59E+15;6.91E+14;9.89E+15;8.79E+15;;6.40E+15;1.38E+16;5.91E+15;9.95E+14;SIRA
52533;873235;3.34E+15;2.01E+15;1.66E+15;7.98E+15;53222;2.59E+16;6.82E+15;9.87E+15;8.66E+15;7.75E+15;6.35E+15;1.41E+16;6.00E+15;9.96E+15;SIRA
52534;869452;3.43E+16;1.96E+14;1.75E+16;8.20E+15;53095;2.59E+16;7.74E+15;9.89E+15;8.73E+15;7.54E+15;6.53E+15;1.30E+15;5.69E+14;9.94E+15;SIRA
52562;864753;3.32E+15;2.02E+14;1.64E+15;7.94E+15;53046;2.59E+15;7.81E+15;9.91E+15;8.83E+15;;6.32E+15;1.43E+16;6.06E+15;9.96E+15;SIRA
52566;874526;3.41E+16;1.98E+15;1.72E+15;8.14E+15;53378;2.59E+15;6.71E+15;9.85E+15;8.64E+15;7.59E+14;6.48E+15;1.33E+15;5.76E+15;9.93E+15;SIRA
52566;8.68E+15;3.34E+15;2.02E+16;1.65E+14;7.97E+15;53332;2.59E+15;7.56E+15;9.86E+15;8.77E+15;;6.35E+15;1.41E+16;6.00E+15;9.93E+15;SIRA
52637;881769;3.27E+16;2.07E+16;1.58E+16;7.75E+15;53501;2.59E+16;6.72E+13;9.84E+14;8.51E+15;7.92E+15;6.21E+15;1.51E+16;6.27E+15;9.91E+15;SIRA
52640;856435;3.16E+15;2.14E+16;1.47E+13;7.35E+15;53413;2.59E+15;7.36E+15;9.86E+15;9.02E+15;8.20E+15;5.99E+15;1.68E+16;6.73E+15;9.92E+15;SIRA
52652;8.71E+15;3.37E+15;2.00E+15;1.69E+16;8.06E+15;53257;2.59E+16;7.97E+15;9.89E+15;8.72E+15;7.68E+15;6.41E+15;1.37E+15;5.89E+15;9.96E+15;SIRA
52660;866059;3.28E+16;2.06E+16;1.60E+16;7.80E+15;53405;2.59E+15;8.05E+15;9.86E+15;8.82E+15;;6.24E+15;1.49E+16;6.22E+14;9.93E+15;SIRA
52663;8.80E+15;3.37E+15;2.01E+15;1.68E+16;8.03E+15;53503;2.59E+15;8.21E+14;9.84E+14;8.55E+13;7.67E+15;6.41E+15;1.37E+15;5.89E+15;9.89E+15;SIRA
52701;883087;3.48E+15;1.94E+16;1.79E+16;8.29E+15;53463;2.59E+16;6.51E+15;9.86E+14;8.49E+15;;6.60E+15;1.25E+16;5.54E+15;9.92E+15;SIRA
52710;8.73E+15;3.26E+15;2.07E+16;1.57E+16;7.72E+15;53280;2.59E+16;6.77E+15;9.89E+15;8.70E+15;;6.19E+15;1.52E+16;6.31E+14;9.92E+15;SIRA
52736;888201;3.55E+15;1.93E+16;1.84E+16;8.40E+15;53954;2.59E+15;7.67E+15;9.77E+15;8.40E+15;7.30E+15;6.73E+15;1.18E+16;5.33E+15;9.83E+15;SIRA
52745;8.60E+15;3.27E+15;2.06E+16;1.59E+15;7.76E+15;53187;2.59E+16;7.75E+15;9.92E+15;8.96E+15;7.93E+15;6.20E+15;1.51E+15;6.28E+15;9.97E+15;SIRA
52772;868829;3.28E+16;2.06E+16;1.60E+16;7.79E+15;53373;2.59E+14;7.81E+15;9.89E+15;8.79E+15;;6.22E+15;1.49E+16;6.23E+15;9.95E+14;SIRA
52774;8.70E+15;3.26E+15;2.08E+16;1.57E+15;7.70E+15;53331;2.59E+15;6.71E+15;9.90E+15;8.75E+15;7.96E+15;6.17E+15;1.53E+16;6.34E+14;9.93E+15;SIRA
52836;8.75E+15;3.43E+15;1.98E+15;1.73E+16;8.16E+15;53598;2.59E+15;6.73E+15;9.86E+15;8.68E+15;7.57E+15;6.48E+15;1.31E+16;5.73E+15;9.90E+15;SIRA
52868;86873;3.32E+14;2.04E+16;1.63E+16;7.89E+15;53418;2.59E+15;6.79E+15;9.90E+14;8.80E+15;7.82E+15;6.27E+15;1.45E+16;6.12E+15;9.95E+15;SIRA
52893;869116;3.29E+16;2.06E+16;1.60E+15;7.80E+15;53537;2.60E+15;6.95E+15;9.88E+15;8.80E+15;;6.22E+15;1.48E+16;6.22E+15;9.94E+15;SIRA
52926;8.74E+15;3.38E+16;2.01E+16;1.68E+16;8.03E+15;53753;2.60E+15;6.84E+15;9.85E+15;8.71E+15;;6.38E+15;1.38E+16;5.91E+15;9.93E+14;SIRA
52950;875744;3.34E+15;2.03E+15;1.64E+16;7.94E+15;53771;2.60E+16;7.35E+14;9.85E+15;8.68E+15;7.77E+15;6.31E+15;1.42E+16;6.04E+15;9.93E+15;SIRA
53010;879784;3.36E+15;2.02E+16;1.66E+16;7.98E+15;53558;2.60E+15;6.83E+15;9.90E+15;8.61E+14;7.74E+15;6.33E+14;1.40E+16;5.99E+15;9.95E+15;SIRA
53184;8.79E+15;3.37E+16;2.02E+15;1.66E+16;7.99E+14;53971;2.60E+16;7.90E+15;9.85E+15;8.65E+15;7.73E+15;6.33E+16;1.39E+16;5.97E+15;9.93E+15;SIRA
53199;8.77E+15;3.37E+15;2.04E+15;1.65E+16;7.96E+15;54209;2.60E+16;7.33E+15;9.81E+15;8.69E+15;7.73E+15;6.33E+16;1.40E+16;5.98E+15;9.89E+15;SIRA
53230;885093;3.36E+16;2.03E+16;1.66E+15;7.98E+15;54029;2.60E+15;6.86E+15;9.85E+15;8.54E+15;7.74E+15;6.32E+15;1.40E+15;5.99E+15;9.95E+15;SIRA
53231;879491;3.38E+15;2.02E+16;1.67E+16;8.02E+15;53935;;8.16E+15;9.87E+15;;;6.35E+15;1.38E+16;5.94E+15;9.94E+15;SIRA
53232;88063;3.49E+16;1.95E+16;1.78E+15;8.28E+15;53796;2.60E+15;8.28E+14;9.90E+15;8.63E+15;7.46E+15;6.55E+15;1.25E+15;5.57E+15;9.94E+15;SIRA
53233;893511;3.30E+16;2.06E+16;1.60E+16;7.80E+15;54022;2.60E+15;6.89E+15;9.85E+15;8.38E+15;;6.20E+15;1.48E+16;6.23E+15;9.95E+15;SIRA
53317;8.86E+15;3.42E+15;1.99E+15;1.71E+16;8.12E+14;53963;2.61E+16;6.90E+14;9.88E+15;8.53E+15;7.63E+15;6.41E+15;1.34E+15;5.82E+15;9.98E+15;SIRA
53335;88124;3.42E+16;2.00E+16;1.71E+16;8.12E+15;54233;2.61E+16;6.96E+15;9.83E+15;8.63E+15;7.61E+15;6.42E+15;1.33E+15;5.80E+14;9.93E+15;SIRA
53344;868816;3.27E+16;2.09E+16;1.57E+16;7.70E+15;54149;2.61E+14;7.85E+15;9.85E+15;8.88E+15;;6.13E+15;1.52E+16;6.34E+15;9.95E+14;SIRA
53347;859683;3.19E+16;2.13E+15;1.50E+16;7.45E+15;53832;;8.07E+15;9.91E+15;;8.16E+15;5.99E+15;1.64E+16;6.66E+15;9.97E+14;SIRA
53379;8.76E+15;3.28E+15;2.08E+16;1.58E+15;7.75E+15;53953;2.61E+15;6.96E+15;9.89E+15;8.75E+15;7.94E+15;6.15E+15;1.51E+16;6.31E+14;9.97E+15;SIRA
53381;87279;3.31E+16;2.06E+16;1.61E+16;7.82E+15;53891;2.61E+16;6.84E+15;9.91E+15;8.81E+15;;6.20E+15;1.47E+16;6.20E+15;9.96E+15;SIRA
53413;8.96E+15;3.42E+15;2.00E+16;1.71E+16;8.10E+14;54213;2.61E+16;7.58E+15;9.85E+15;8.36E+15;7.64E+15;6.39E+15;1.34E+16;5.83E+15;9.95E+15;SIRA
53419;877594;3.43E+15;1.99E+15;1.73E+16;8.16E+15;53925;2.61E+15;6.84E+15;9.91E+15;8.72E+15;7.59E+14;6.43E+15;1.32E+16;5.77E+15;9.97E+15;SIRA
53472;8.87E+15;3.44E+15;1.99E+16;1.73E+16;8.15E+15;54090;2.61E+15;6.63E+15;9.89E+15;8.55E+15;;6.43E+14;1.32E+16;5.76E+15;9.95E+15;SIRA
53519;8.77E+15;3.32E+15;2.06E+16;1.61E+16;7.83E+15;54178;2.61E+15;7.56E+15;9.88E+15;8.73E+15;;6.20E+16;1.46E+16;6.18E+14;9.94E+15;SIRA
53550;8.73E+15;3.35E+15;2.05E+15;1.63E+16;7.90E+15;54256;2.61E+15;7.90E+15;9.87E+15;8.84E+15;7.80E+14;6.25E+15;1.43E+16;6.08E+15;9.93E+15;SIRA
53561;8.84E+15;3.45E+16;1.98E+15;1.74E+16;8.19E+15;54079;2.61E+15;7.95E+15;9.90E+15;8.61E+15;7.56E+15;6.45E+14;1.30E+16;5.72E+15;9.97E+15;SIRA
53567;874191;3.37E+15;2.03E+16;1.66E+16;7.98E+15;54009;2.61E+15;7.46E+15;9.92E+15;8.81E+15;7.75E+15;6.29E+15;1.40E+16;6.01E+15;9.97E+15;SIRA
53599;881856;3.41E+16;2.02E+16;1.69E+16;8.05E+15;54115;2.61E+15;7.52E+15;9.90E+15;8.66E+15;;6.36E+15;1.35E+16;5.88E+15;9.91E+15;SIRA
53615;8.83E+15;3.40E+16;2.01E+15;1.69E+16;8.06E+15;54275;2.61E+15;7.02E+15;9.88E+15;8.64E+15;7.69E+14;6.34E+15;1.37E+16;5.91E+15;9.98E+15;SIRA
53639;871395;3.32E+14;2.07E+16;1.60E+16;7.82E+15;54186;2.61E+16;7.99E+15;9.90E+15;8.88E+15;7.88E+15;6.18E+16;1.47E+16;6.21E+14;9.96E+15;SIRA
53647;8.75E+15;3.27E+15;2.10E+16;1.56E+16;7.66E+15;54149;2.61E+16;7.49E+15;9.91E+15;8.81E+14;;6.09E+15;1.54E+16;6.40E+14;9.96E+15;SIRA
53659;900334;3.60E+15;1.91E+16;1.89E+16;8.48E+15;54211;2.61E+15;6.97E+15;9.90E+14;8.32E+15;7.27E+14;6.70E+15;1.15E+16;5.29E+15;9.97E+15;SIRA
53661;871401;3.34E+16;2.05E+16;1.63E+16;7.90E+15;54210;2.61E+15;7.85E+15;9.90E+15;8.88E+15;7.81E+15;6.23E+15;1.43E+16;6.11E+15;9.95E+15;SIRA
53711;879517;3.29E+14;2.09E+16;1.57E+16;7.72E+15;54301;2.62E+16;7.15E+15;9.89E+15;8.73E+15;7.96E+15;6.12E+15;1.51E+16;6.33E+15;9.97E+15;SIRA
53743;8.94E+15;3.50E+15;1.96E+16;1.78E+16;8.28E+15;54580;2.62E+16;7.83E+15;9.85E+15;8.45E+15;;6.52E+15;1.25E+16;5.58E+15;9.96E+15;SIRA
53745;8.90E+15;3.48E+15;1.98E+16;1.76E+16;8.22E+15;54652;2.62E+15;6.59E+15;9.83E+15;8.52E+15;;6.48E+15;1.27E+16;5.65E+15;9.92E+14;SIRA
53749;8.71E+15;3.31E+16;2.08E+15;1.59E+16;7.76E+15;54383;2.62E+15;8.06E+15;9.88E+15;8.90E+15;7.91E+15;6.15E+16;1.49E+16;6.26E+15;9.92E+15;SIRA
53749;87719;3.40E+15;2.02E+16;1.68E+16;8.04E+15;54241;2.62E+15;8.22E+15;9.91E+15;8.78E+15;7.69E+15;6.33E+15;1.37E+16;5.92E+15;9.94E+15;SIRA
53839;8883;3.51E+16;1.96E+16;1.79E+15;8.29E+15;54482;;7.72E+15;9.88E+14;;7.47E+15;6.51E+15;1.25E+16;5.58E+15;9.96E+15;SIRA
53923;8.77E+15;3.30E+15;2.09E+16;1.58E+16;7.74E+15;54432;2.62E+16;6.94E+15;9.91E+15;8.82E+15;7.94E+15;6.12E+15;1.50E+16;6.31E+15;9.97E+15;SIRA
53942;893241;3.52E+15;1.97E+15;1.79E+16;8.29E+15;54569;2.62E+16;6.71E+15;9.89E+15;8.50E+15;7.44E+15;6.53E+15;1.24E+16;5.54E+15;9.92E+15;SIRA
54001;8.73E+15;3.32E+15;2.08E+16;1.59E+16;7.79E+15;54503;2.62E+15;7.77E+15;9.91E+15;8.90E+15;7.90E+15;6.14E+15;1.48E+16;6.24E+15;9.96E+15;SIRA
54079;8.83E+15;3.47E+16;1.99E+16;1.74E+16;8.18E+15;54691;2.62E+15;7.57E+15;9.89E+15;8.73E+14;7.57E+15;6.41E+15;1.30E+16;5.73E+15;9.96E+15;SIRA
54103;891178;3.37E+14;2.05E+16;1.65E+15;7.94E+15;54738;2.62E+15;7.20E+15;9.88E+15;8.56E+15;7.78E+15;6.24E+15;1.41E+16;6.05E+15;9.96E+15;SIRA
54203;8.84E+15;3.43E+16;2.02E+16;1.70E+16;8.08E+15;54803;2.63E+15;7.86E+15;9.89E+15;8.72E+15;7.66E+14;6.33E+14;1.34E+16;5.87E+15;9.96E+15;SIRA
54251;875728;3.34E+15;2.08E+16;1.61E+15;7.82E+14;54848;2.63E+16;7.61E+15;9.89E+15;8.89E+15;7.88E+13;6.15E+15;1.46E+15;6.20E+15;9.96E+15;SIRA
54282;879376;3.28E+16;2.12E+16;1.55E+16;7.63E+15;54920;2.63E+16;7.60E+15;9.88E+15;8.82E+14;8.03E+15;6.03E+15;1.55E+16;6.44E+14;9.97E+15;SIRA
54322;9.14E+15;3.59E+16;1.93E+15;1.86E+16;8.43E+15;54916;2.63E+15;6.83E+15;9.89E+15;8.17E+13;7.32E+15;6.62E+15;1.17E+16;5.35E+15;9.96E+15;SIRA
54476;889751;3.41E+16;2.04E+16;1.67E+16;8.01E+15;54975;;6.70E+14;9.91E+15;;7.73E+15;6.26E+15;1.38E+16;5.97E+15;9.98E+15;SIRA
54484;8.79E+15;3.34E+16;2.09E+16;1.60E+16;7.80E+15;55109;2.63E+15;8.06E+15;9.89E+15;8.87E+15;;6.12E+16;1.47E+15;6.23E+15;9.95E+15;SIRA
54486;87966;3.28E+16;2.12E+16;1.54E+16;7.62E+15;55017;2.63E+16;7.24E+15;9.90E+15;8.85E+15;8.03E+15;6.02E+15;1.55E+16;6.45E+15;9.97E+15;SIRA
54496;8.83E+15;3.26E+16;2.15E+16;1.52E+15;7.52E+15;55707;2.63E+15;7.31E+15;9.78E+15;8.79E+15;;5.99E+15;1.57E+16;6.52E+15;9.89E+15;SIRA
54598;885313;3.42E+16;2.04E+15;1.68E+16;8.03E+15;55145;2.64E+15;7.87E+15;9.90E+15;8.75E+15;;6.27E+15;1.36E+16;5.94E+15;9.96E+15;SIRA
54646;906199;3.64E+14;1.91E+16;1.91E+16;8.51E+15;55258;2.64E+16;6.65E+15;9.89E+14;8.36E+15;7.24E+14;6.67E+15;1.13E+14;5.24E+15;9.98E+15;SIRA
54652;875653;3.30E+16;2.13E+16;1.55E+16;7.63E+15;55418;2.64E+14;7.86E+15;9.86E+15;8.96E+15;8.00E+14;6.03E+15;1.53E+16;6.40E+15;9.91E+15;SIRA
54657;886563;3.41E+16;2.05E+16;1.67E+16;8.00E+15;55297;2.64E+16;7.34E+15;9.88E+15;8.74E+15;7.73E+15;6.24E+15;1.38E+16;5.98E+15;9.95E+15;SIRA
54681;892021;3.49E+16;2.00E+15;1.75E+16;8.20E+15;55264;2.64E+15;7.61E+15;9.89E+15;8.64E+14;7.56E+15;6.38E+16;1.29E+16;5.72E+15;9.98E+15;SIRA
54722;9.13E+15;3.59E+15;1.96E+15;1.83E+16;8.38E+15;55746;2.64E+15;7.58E+15;9.82E+15;8.24E+15;;6.55E+15;1.19E+16;5.42E+15;9.93E+15;SIRA
54753;895425;3.53E+16;1.98E+15;1.78E+16;8.28E+15;55282;2.64E+15;6.73E+15;9.90E+15;8.58E+15;7.48E+14;6.45E+15;1.25E+15;5.60E+15;9.98E+15;SIRA
54772;8.96E+15;3.54E+15;1.98E+16;1.79E+16;8.29E+15;55364;2.64E+15;6.50E+15;9.89E+15;8.57E+15;;6.47E+15;1.23E+16;5.56E+15;9.93E+15;SIRA
54810;8.75E+15;3.28E+16;2.13E+16;1.54E+16;7.61E+15;55365;2.64E+16;7.54E+15;9.90E+14;9.00E+15;;5.99E+15;1.55E+16;6.47E+15;9.97E+15;SIRA
54815;8.94E+15;3.46E+15;2.02E+16;1.72E+15;8.13E+15;55353;2.64E+15;7.67E+15;9.90E+15;8.62E+15;;6.32E+15;1.32E+16;5.81E+15;9.97E+15;SIRA
54893;904655;3.58E+15;1.96E+16;1.83E+16;8.38E+15;55364;2.64E+16;8.19E+15;9.91E+15;8.43E+15;7.38E+15;6.53E+15;1.19E+16;5.44E+15;9.97E+15;SIRA
54916;8.83E+15;3.36E+16;2.09E+15;1.61E+16;7.84E+15;55402;2.64E+15;7.67E+15;9.91E+15;8.84E+14;7.87E+15;6.12E+15;1.45E+16;6.19E+15;9.97E+15;SIRA
54942;886541;3.38E+16;2.08E+15;1.63E+15;7.89E+15;55558;2.64E+15;7.07E+15;9.89E+15;8.78E+15;7.83E+15;6.15E+15;1.42E+16;6.12E+15;9.98E+15;SIRA
54957;897669;3.47E+16;2.03E+15;1.71E+16;8.10E+15;55761;;7.43E+14;9.86E+15;;;6.31E+16;1.32E+14;5.82E+15;9.93E+14;SIRA
55076;894091;3.43E+16;2.06E+15;1.66E+16;7.99E+15;55773;2.65E+15;7025;9.88E+15;8.66E+15;;6.22E+15;1.37E+16;5.98E+15;9.94E+15;SIRA
